review_id,drug_raw,review_text,rating,created_at,drug
380,Acetaminophen,I took Acetaminophen and experienced anxiety and palpitations. It helped but had side effects.,3,2024-05-26 02:00:00,Acetaminophen
381,Acetaminophen,I took Acetaminophen and experienced brain fog and irritable. It helped but had side effects.,2,2024-03-31 11:00:00,Acetaminophen
382,Advil,I took Advil and experienced hives. It helped but had side effects.,3,2025-07-16 14:00:00,Ibuprofen
383,Tylenol,I took Tylenol and experienced vomiting and bloating. It helped but had side effects.,4,2025-04-18 17:00:00,Acetaminophen
384,Glucophage,I took Glucophage and experienced tremor and palpitations. It helped but had side effects.,1,2024-03-15 19:00:00,Metformin
385,Glucophage,I took Glucophage and experienced vomiting and constipation. It helped but had side effects.,2,2024-07-31 19:00:00,Metformin
386,Tylenol,I took Tylenol and experienced vomiting. It helped but had side effects.,5,2025-09-04 15:00:00,Acetaminophen
387,Advil,I took Advil and experienced brain fog and blood pressure. It helped but had side effects.,2,2025-01-21 07:00:00,Ibuprofen
388,Metformin,I took Metformin and experienced itching. It helped but had side effects.,2,2024-07-18 09:00:00,Metformin
389,Acetaminophen,I took Acetaminophen and experienced itching and palpitations. It helped but had side effects.,3,2024-11-12 05:00:00,Acetaminophen
390,Tylenol,I took Tylenol and experienced itching. It helped but had side effects.,4,2024-01-09 10:00:00,Acetaminophen
391,Advil,I took Advil and experienced constipation and tremor. It helped but had side effects.,5,2024-07-27 21:00:00,Ibuprofen
392,Glucophage,I took Glucophage and experienced dizzy. It helped but had side effects.,2,2024-07-15 04:00:00,Metformin
393,Metformin,I took Metformin and experienced hives. It helped but had side effects.,1,2024-03-12 01:00:00,Metformin
394,Tylenol,I took Tylenol and experienced brain fog and vomiting and chest pain. It helped but had side effects.,1,2024-09-01 22:00:00,Acetaminophen
395,Tylenol,I took Tylenol and experienced itching. It helped but had side effects.,3,2025-08-30 01:00:00,Acetaminophen
396,Metformin,I took Metformin and experienced depression and dizzy and headache. It helped but had side effects.,5,2025-09-09 13:00:00,Metformin
397,Glucophage,I took Glucophage and experienced dizzy. It helped but had side effects.,5,2025-07-15 11:00:00,Metformin
398,Acetaminophen,I took Acetaminophen and experienced chest pain and stomach cramps. It helped but had side effects.,1,2024-04-10 11:00:00,Acetaminophen
399,Glucophage,I took Glucophage and experienced chest pain and palpitations and rash. It helped but had side effects.,2,2024-02-01 01:00:00,Metformin
400,Acetaminophen,I took Acetaminophen and experienced fatigue and rash and bloating. It helped but had side effects.,1,2025-01-09 15:00:00,Acetaminophen
401,Ibuprofen,I took Ibuprofen and experienced constipation and rash. It helped but had side effects.,2,2025-03-07 01:00:00,Ibuprofen
402,Advil,I took Advil and experienced irritable and palpitations. It helped but had side effects.,4,2024-08-09 17:00:00,Ibuprofen
403,Ibuprofen,I took Ibuprofen and experienced blood pressure and hives. It helped but had side effects.,3,2024-08-07 22:00:00,Ibuprofen
404,Advil,I took Advil and experienced stomach cramps. It helped but had side effects.,5,2025-08-14 11:00:00,Ibuprofen
405,Metformin,I took Metformin and experienced dizzy. It helped but had side effects.,3,2024-07-07 10:00:00,Metformin
406,Tylenol,I took Tylenol and experienced insomnia. It helped but had side effects.,1,2025-04-15 02:00:00,Acetaminophen
407,Ibuprofen,I took Ibuprofen and experienced chest pain and tremor. It helped but had side effects.,3,2024-02-23 00:00:00,Ibuprofen
408,Tylenol,I took Tylenol and experienced vomiting. It helped but had side effects.,3,2024-07-30 18:00:00,Acetaminophen
409,Advil,I took Advil and experienced rash and chest pain and blood pressure. It helped but had side effects.,1,2024-10-10 05:00:00,Ibuprofen
410,Glucophage,I took Glucophage and experienced insomnia and itching and bloating. It helped but had side effects.,4,2025-04-05 04:00:00,Metformin
411,Glucophage,I took Glucophage and experienced vomiting. It helped but had side effects.,2,2025-04-29 18:00:00,Metformin
412,Glucophage,I took Glucophage and experienced rash. It helped but had side effects.,2,2025-08-27 21:00:00,Metformin
413,Tylenol,I took Tylenol and experienced insomnia and redness and blood pressure. It helped but had side effects.,5,2024-05-04 14:00:00,Acetaminophen
414,Glucophage,I took Glucophage and experienced diarrhea and chest pain. It helped but had side effects.,3,2024-03-26 05:00:00,Metformin
415,Metformin,I took Metformin and experienced tremor and itching. It helped but had side effects.,5,2025-07-16 07:00:00,Metformin
416,Glucophage,I took Glucophage and experienced chest pain. It helped but had side effects.,4,2025-02-01 14:00:00,Metformin
417,Metformin,I took Metformin and experienced chest pain. It helped but had side effects.,4,2024-08-31 14:00:00,Metformin
418,Metformin,I took Metformin and experienced itching and vomiting. It helped but had side effects.,1,2024-04-10 12:00:00,Metformin
419,Metformin,I took Metformin and experienced bloating and constipation and anxiety. It helped but had side effects.,2,2025-04-21 16:00:00,Metformin
420,Glucophage,I took Glucophage and experienced palpitations and redness. It helped but had side effects.,4,2024-06-05 02:00:00,Metformin
421,Metformin,I took Metformin and experienced palpitations. It helped but had side effects.,1,2024-09-20 13:00:00,Metformin
422,Glucophage,I took Glucophage and experienced depression and insomnia and anxiety. It helped but had side effects.,1,2025-05-07 20:00:00,Metformin
423,Advil,I took Advil and experienced irritable. It helped but had side effects.,1,2024-10-08 09:00:00,Ibuprofen
424,Ibuprofen,I took Ibuprofen and experienced redness and stomach cramps and blood pressure. It helped but had side effects.,1,2025-04-22 20:00:00,Ibuprofen
425,Advil,I took Advil and experienced dizzy and itching and anxiety. It helped but had side effects.,5,2024-09-14 19:00:00,Ibuprofen
426,Ibuprofen,I took Ibuprofen and experienced panic. It helped but had side effects.,1,2024-04-21 21:00:00,Ibuprofen
427,Tylenol,I took Tylenol and experienced stomach cramps. It helped but had side effects.,5,2025-07-04 08:00:00,Acetaminophen
428,Glucophage,I took Glucophage and experienced rash and irritable. It helped but had side effects.,3,2025-07-11 13:00:00,Metformin
429,Ibuprofen,I took Ibuprofen and experienced nausea. It helped but had side effects.,3,2024-09-14 03:00:00,Ibuprofen
430,Metformin,I took Metformin and experienced diarrhea. It helped but had side effects.,3,2024-01-15 06:00:00,Metformin
431,Metformin,I took Metformin and experienced dizzy. It helped but had side effects.,4,2024-03-22 16:00:00,Metformin
432,Acetaminophen,I took Acetaminophen and experienced vomiting. It helped but had side effects.,5,2024-04-22 20:00:00,Acetaminophen
433,Acetaminophen,I took Acetaminophen and experienced insomnia and panic and hives. It helped but had side effects.,1,2024-03-13 21:00:00,Acetaminophen
434,Tylenol,I took Tylenol and experienced redness and brain fog. It helped but had side effects.,3,2025-02-11 00:00:00,Acetaminophen
435,Tylenol,I took Tylenol and experienced blood pressure and redness. It helped but had side effects.,3,2024-07-28 02:00:00,Acetaminophen
436,Glucophage,I took Glucophage and experienced vomiting. It helped but had side effects.,5,2024-12-13 07:00:00,Metformin
437,Glucophage,I took Glucophage and experienced tremor. It helped but had side effects.,2,2024-05-10 22:00:00,Metformin
438,Advil,I took Advil and experienced insomnia and dizzy and depression. It helped but had side effects.,2,2024-05-10 23:00:00,Ibuprofen
439,Tylenol,I took Tylenol and experienced rash. It helped but had side effects.,2,2024-04-30 03:00:00,Acetaminophen
440,Advil,I took Advil and experienced irritable and stomach cramps. It helped but had side effects.,4,2025-01-22 23:00:00,Ibuprofen
441,Glucophage,I took Glucophage and experienced chest pain. It helped but had side effects.,4,2024-03-10 01:00:00,Metformin
442,Tylenol,I took Tylenol and experienced stomach cramps and panic and tremor. It helped but had side effects.,4,2025-08-01 00:00:00,Acetaminophen
443,Glucophage,I took Glucophage and experienced chest pain. It helped but had side effects.,2,2024-08-07 06:00:00,Metformin
444,Ibuprofen,I took Ibuprofen and experienced dizzy and panic. It helped but had side effects.,2,2024-04-28 22:00:00,Ibuprofen
445,Acetaminophen,I took Acetaminophen and experienced headache. It helped but had side effects.,5,2025-05-26 04:00:00,Acetaminophen
446,Tylenol,I took Tylenol and experienced tremor. It helped but had side effects.,2,2024-05-13 18:00:00,Acetaminophen
447,Advil,I took Advil and experienced anxiety and dizzy. It helped but had side effects.,3,2025-07-24 15:00:00,Ibuprofen
448,Ibuprofen,I took Ibuprofen and experienced anxiety and diarrhea. It helped but had side effects.,5,2024-10-13 11:00:00,Ibuprofen
449,Metformin,I took Metformin and experienced rash. It helped but had side effects.,4,2024-06-13 17:00:00,Metformin
450,Metformin,I took Metformin and experienced vomiting. It helped but had side effects.,2,2025-09-14 04:00:00,Metformin
451,Tylenol,I took Tylenol and experienced depression. It helped but had side effects.,2,2024-11-26 15:00:00,Acetaminophen
452,Glucophage,I took Glucophage and experienced fatigue. It helped but had side effects.,5,2024-02-17 03:00:00,Metformin
453,Glucophage,I took Glucophage and experienced brain fog and tremor and vomiting. It helped but had side effects.,1,2024-08-04 08:00:00,Metformin
454,Advil,I took Advil and experienced irritable. It helped but had side effects.,3,2024-04-24 06:00:00,Ibuprofen
455,Glucophage,I took Glucophage and experienced irritable. It helped but had side effects.,5,2024-09-22 01:00:00,Metformin
456,Advil,I took Advil and experienced palpitations. It helped but had side effects.,2,2024-12-05 04:00:00,Ibuprofen
457,Ibuprofen,I took Ibuprofen and experienced rash. It helped but had side effects.,4,2025-09-04 23:00:00,Ibuprofen
458,Tylenol,I took Tylenol and experienced depression. It helped but had side effects.,5,2024-12-30 07:00:00,Acetaminophen
459,Tylenol,I took Tylenol and experienced palpitations. It helped but had side effects.,5,2025-03-07 20:00:00,Acetaminophen
460,Glucophage,I took Glucophage and experienced blood pressure. It helped but had side effects.,4,2024-02-09 23:00:00,Metformin
461,Advil,I took Advil and experienced fatigue. It helped but had side effects.,4,2025-04-27 12:00:00,Ibuprofen
462,Metformin,I took Metformin and experienced dizzy and nausea. It helped but had side effects.,4,2025-03-10 00:00:00,Metformin
463,Metformin,I took Metformin and experienced panic and constipation and nausea. It helped but had side effects.,1,2024-09-22 04:00:00,Metformin
464,Metformin,I took Metformin and experienced bloating. It helped but had side effects.,2,2024-06-15 01:00:00,Metformin
465,Acetaminophen,I took Acetaminophen and experienced anxiety. It helped but had side effects.,4,2025-03-25 12:00:00,Acetaminophen
466,Ibuprofen,I took Ibuprofen and experienced diarrhea and rash and depression. It helped but had side effects.,4,2024-05-24 07:00:00,Ibuprofen
467,Advil,I took Advil and experienced bloating. It helped but had side effects.,1,2024-11-08 05:00:00,Ibuprofen
468,Metformin,I took Metformin and experienced hives. It helped but had side effects.,4,2025-02-04 08:00:00,Metformin
469,Advil,I took Advil and experienced rash. It helped but had side effects.,2,2024-10-23 08:00:00,Ibuprofen
470,Tylenol,I took Tylenol and experienced fatigue. It helped but had side effects.,3,2025-01-24 18:00:00,Acetaminophen
471,Metformin,I took Metformin and experienced brain fog and irritable and hives. It helped but had side effects.,4,2024-09-24 18:00:00,Metformin
472,Acetaminophen,I took Acetaminophen and experienced rash. It helped but had side effects.,2,2024-12-09 10:00:00,Acetaminophen
473,Ibuprofen,I took Ibuprofen and experienced itching and brain fog. It helped but had side effects.,2,2024-05-20 22:00:00,Ibuprofen
474,Tylenol,I took Tylenol and experienced hives and constipation and stomach cramps. It helped but had side effects.,3,2025-08-02 16:00:00,Acetaminophen
475,Acetaminophen,I took Acetaminophen and experienced stomach cramps. It helped but had side effects.,5,2025-02-21 05:00:00,Acetaminophen
476,Advil,I took Advil and experienced blood pressure. It helped but had side effects.,1,2024-06-04 03:00:00,Ibuprofen
477,Acetaminophen,I took Acetaminophen and experienced stomach cramps and itching and chest pain. It helped but had side effects.,2,2024-04-22 02:00:00,Acetaminophen
478,Ibuprofen,I took Ibuprofen and experienced nausea and itching and diarrhea. It helped but had side effects.,4,2025-04-29 09:00:00,Ibuprofen
479,Metformin,I took Metformin and experienced constipation. It helped but had side effects.,2,2025-01-26 20:00:00,Metformin
480,Metformin,I took Metformin and experienced anxiety and diarrhea and palpitations. It helped but had side effects.,4,2025-02-03 14:00:00,Metformin
481,Glucophage,I took Glucophage and experienced blood pressure and palpitations and chest pain. It helped but had side effects.,2,2025-03-31 17:00:00,Metformin
482,Advil,I took Advil and experienced insomnia and constipation and panic. It helped but had side effects.,1,2024-11-24 18:00:00,Ibuprofen
483,Metformin,I took Metformin and experienced brain fog. It helped but had side effects.,3,2025-03-18 17:00:00,Metformin
484,Glucophage,I took Glucophage and experienced insomnia. It helped but had side effects.,3,2025-01-06 16:00:00,Metformin
485,Advil,I took Advil and experienced fatigue. It helped but had side effects.,2,2024-07-08 22:00:00,Ibuprofen
486,Glucophage,I took Glucophage and experienced headache and fatigue and rash. It helped but had side effects.,3,2024-12-18 20:00:00,Metformin
487,Glucophage,I took Glucophage and experienced tremor and stomach cramps. It helped but had side effects.,3,2024-04-29 01:00:00,Metformin
488,Glucophage,I took Glucophage and experienced brain fog. It helped but had side effects.,5,2025-02-24 20:00:00,Metformin
489,Advil,I took Advil and experienced chest pain. It helped but had side effects.,3,2025-08-04 08:00:00,Ibuprofen
490,Metformin,I took Metformin and experienced rash. It helped but had side effects.,3,2024-08-20 04:00:00,Metformin
491,Tylenol,I took Tylenol and experienced chest pain and stomach cramps and redness. It helped but had side effects.,3,2025-07-21 22:00:00,Acetaminophen
492,Metformin,I took Metformin and experienced brain fog. It helped but had side effects.,5,2025-05-03 05:00:00,Metformin
493,Tylenol,I took Tylenol and experienced bloating. It helped but had side effects.,1,2024-06-23 23:00:00,Acetaminophen
494,Acetaminophen,I took Acetaminophen and experienced redness. It helped but had side effects.,4,2024-01-07 02:00:00,Acetaminophen
495,Tylenol,I took Tylenol and experienced dizzy. It helped but had side effects.,1,2024-11-28 21:00:00,Acetaminophen
496,Advil,I took Advil and experienced headache. It helped but had side effects.,5,2024-03-10 17:00:00,Ibuprofen
497,Advil,I took Advil and experienced palpitations. It helped but had side effects.,2,2024-09-17 13:00:00,Ibuprofen
498,Acetaminophen,I took Acetaminophen and experienced bloating and tremor. It helped but had side effects.,2,2024-11-23 10:00:00,Acetaminophen
499,Tylenol,I took Tylenol and experienced dizzy. It helped but had side effects.,5,2024-07-17 12:00:00,Acetaminophen
500,Glucophage,I took Glucophage and experienced headache. It helped but had side effects.,3,2024-03-17 05:00:00,Metformin
501,Glucophage,I took Glucophage and experienced depression. It helped but had side effects.,2,2025-06-10 05:00:00,Metformin
502,Glucophage,I took Glucophage and experienced nausea. It helped but had side effects.,2,2025-01-01 20:00:00,Metformin
503,Metformin,I took Metformin and experienced vomiting and diarrhea and depression. It helped but had side effects.,4,2024-05-17 21:00:00,Metformin
504,Metformin,I took Metformin and experienced vomiting. It helped but had side effects.,3,2025-01-01 07:00:00,Metformin
505,Metformin,I took Metformin and experienced dizzy and diarrhea and vomiting. It helped but had side effects.,3,2024-10-16 21:00:00,Metformin
506,Advil,I took Advil and experienced hives. It helped but had side effects.,1,2024-07-10 20:00:00,Ibuprofen
507,Metformin,I took Metformin and experienced itching and brain fog. It helped but had side effects.,4,2024-01-06 19:00:00,Metformin
508,Acetaminophen,I took Acetaminophen and experienced diarrhea. It helped but had side effects.,4,2024-04-20 11:00:00,Acetaminophen
509,Glucophage,I took Glucophage and experienced blood pressure. It helped but had side effects.,2,2024-03-10 04:00:00,Metformin
510,Metformin,I took Metformin and experienced blood pressure and headache and brain fog. It helped but had side effects.,4,2024-12-09 02:00:00,Metformin
511,Advil,I took Advil and experienced bloating and anxiety. It helped but had side effects.,3,2025-05-01 11:00:00,Ibuprofen
512,Advil,I took Advil and experienced redness and diarrhea. It helped but had side effects.,3,2025-03-12 19:00:00,Ibuprofen
513,Advil,I took Advil and experienced headache and tremor. It helped but had side effects.,2,2024-11-28 01:00:00,Ibuprofen
514,Advil,I took Advil and experienced tremor and itching. It helped but had side effects.,3,2025-08-14 14:00:00,Ibuprofen
515,Metformin,I took Metformin and experienced redness and headache and stomach cramps. It helped but had side effects.,3,2024-11-23 19:00:00,Metformin
516,Advil,I took Advil and experienced nausea. It helped but had side effects.,1,2024-04-18 04:00:00,Ibuprofen
517,Glucophage,I took Glucophage and experienced dizzy and anxiety. It helped but had side effects.,2,2025-07-03 15:00:00,Metformin
518,Tylenol,I took Tylenol and experienced chest pain. It helped but had side effects.,4,2025-04-08 06:00:00,Acetaminophen
519,Glucophage,I took Glucophage and experienced redness. It helped but had side effects.,4,2025-02-16 05:00:00,Metformin
520,Ibuprofen,I took Ibuprofen and experienced blood pressure and hives and insomnia. It helped but had side effects.,1,2025-07-21 21:00:00,Ibuprofen
521,Advil,I took Advil and experienced constipation and nausea. It helped but had side effects.,1,2025-09-11 22:00:00,Ibuprofen
522,Tylenol,I took Tylenol and experienced headache and vomiting. It helped but had side effects.,2,2024-11-20 13:00:00,Acetaminophen
523,Glucophage,I took Glucophage and experienced palpitations and bloating and stomach cramps. It helped but had side effects.,1,2024-05-04 06:00:00,Metformin
524,Tylenol,I took Tylenol and experienced constipation and vomiting. It helped but had side effects.,3,2024-06-10 10:00:00,Acetaminophen
525,Ibuprofen,I took Ibuprofen and experienced depression and insomnia. It helped but had side effects.,4,2024-09-18 22:00:00,Ibuprofen
526,Glucophage,I took Glucophage and experienced dizzy. It helped but had side effects.,4,2024-08-23 05:00:00,Metformin
527,Advil,I took Advil and experienced stomach cramps. It helped but had side effects.,1,2025-08-28 22:00:00,Ibuprofen
528,Tylenol,I took Tylenol and experienced anxiety and palpitations and headache. It helped but had side effects.,5,2025-04-18 17:00:00,Acetaminophen
529,Advil,I took Advil and experienced dizzy and brain fog and tremor. It helped but had side effects.,2,2025-05-28 04:00:00,Ibuprofen
530,Acetaminophen,I took Acetaminophen and experienced fatigue. It helped but had side effects.,5,2024-11-10 08:00:00,Acetaminophen
531,Metformin,I took Metformin and experienced constipation and palpitations and vomiting. It helped but had side effects.,4,2025-04-15 14:00:00,Metformin
532,Acetaminophen,I took Acetaminophen and experienced hives and anxiety. It helped but had side effects.,1,2024-04-21 07:00:00,Acetaminophen
533,Ibuprofen,I took Ibuprofen and experienced hives and headache and panic. It helped but had side effects.,3,2024-04-11 11:00:00,Ibuprofen
534,Ibuprofen,I took Ibuprofen and experienced tremor. It helped but had side effects.,4,2025-01-16 00:00:00,Ibuprofen
535,Tylenol,I took Tylenol and experienced nausea. It helped but had side effects.,2,2024-02-22 22:00:00,Acetaminophen
536,Tylenol,I took Tylenol and experienced fatigue. It helped but had side effects.,5,2024-05-17 10:00:00,Acetaminophen
537,Acetaminophen,I took Acetaminophen and experienced brain fog. It helped but had side effects.,4,2024-03-19 07:00:00,Acetaminophen
538,Metformin,I took Metformin and experienced constipation and bloating and nausea. It helped but had side effects.,2,2025-05-07 01:00:00,Metformin
539,Tylenol,I took Tylenol and experienced anxiety and blood pressure. It helped but had side effects.,3,2024-02-26 01:00:00,Acetaminophen
540,Metformin,I took Metformin and experienced stomach cramps and palpitations and nausea. It helped but had side effects.,1,2025-05-13 08:00:00,Metformin
541,Metformin,I took Metformin and experienced bloating. It helped but had side effects.,3,2024-07-09 02:00:00,Metformin
542,Advil,I took Advil and experienced tremor and hives. It helped but had side effects.,2,2024-10-13 02:00:00,Ibuprofen
543,Metformin,I took Metformin and experienced redness. It helped but had side effects.,5,2025-08-05 22:00:00,Metformin
544,Metformin,I took Metformin and experienced depression. It helped but had side effects.,4,2025-05-28 21:00:00,Metformin
545,Acetaminophen,I took Acetaminophen and experienced diarrhea and vomiting and chest pain. It helped but had side effects.,4,2024-12-21 02:00:00,Acetaminophen
546,Advil,I took Advil and experienced insomnia and redness and brain fog. It helped but had side effects.,2,2024-04-03 07:00:00,Ibuprofen
547,Ibuprofen,I took Ibuprofen and experienced insomnia. It helped but had side effects.,2,2024-02-22 05:00:00,Ibuprofen
548,Tylenol,I took Tylenol and experienced bloating. It helped but had side effects.,2,2024-06-28 18:00:00,Acetaminophen
549,Metformin,I took Metformin and experienced tremor and nausea and redness. It helped but had side effects.,4,2024-05-13 06:00:00,Metformin
550,Metformin,I took Metformin and experienced itching. It helped but had side effects.,5,2024-01-09 18:00:00,Metformin
551,Glucophage,I took Glucophage and experienced diarrhea. It helped but had side effects.,2,2025-04-13 04:00:00,Metformin
552,Glucophage,I took Glucophage and experienced vomiting. It helped but had side effects.,1,2025-03-24 06:00:00,Metformin
553,Advil,I took Advil and experienced bloating. It helped but had side effects.,3,2025-03-30 07:00:00,Ibuprofen
554,Ibuprofen,I took Ibuprofen and experienced fatigue. It helped but had side effects.,3,2025-01-17 02:00:00,Ibuprofen
555,Acetaminophen,I took Acetaminophen and experienced rash. It helped but had side effects.,4,2025-08-26 22:00:00,Acetaminophen
556,Glucophage,I took Glucophage and experienced nausea. It helped but had side effects.,4,2024-06-09 14:00:00,Metformin
557,Tylenol,I took Tylenol and experienced chest pain. It helped but had side effects.,3,2025-01-14 21:00:00,Acetaminophen
558,Glucophage,I took Glucophage and experienced dizzy. It helped but had side effects.,4,2024-08-01 12:00:00,Metformin
559,Advil,I took Advil and experienced anxiety and rash. It helped but had side effects.,2,2025-06-18 01:00:00,Ibuprofen
560,Tylenol,I took Tylenol and experienced brain fog and diarrhea and insomnia. It helped but had side effects.,3,2025-09-03 04:00:00,Acetaminophen
561,Metformin,I took Metformin and experienced redness and headache. It helped but had side effects.,1,2024-12-09 11:00:00,Metformin
562,Tylenol,I took Tylenol and experienced hives. It helped but had side effects.,5,2024-10-17 08:00:00,Acetaminophen
563,Advil,I took Advil and experienced redness and brain fog and chest pain. It helped but had side effects.,4,2024-07-22 03:00:00,Ibuprofen
564,Advil,I took Advil and experienced chest pain and vomiting. It helped but had side effects.,1,2024-01-16 05:00:00,Ibuprofen
565,Metformin,I took Metformin and experienced hives. It helped but had side effects.,3,2024-12-09 04:00:00,Metformin
566,Tylenol,I took Tylenol and experienced nausea and dizzy. It helped but had side effects.,2,2024-09-01 08:00:00,Acetaminophen
567,Advil,I took Advil and experienced anxiety and blood pressure. It helped but had side effects.,2,2024-02-10 12:00:00,Ibuprofen
568,Metformin,I took Metformin and experienced rash. It helped but had side effects.,1,2024-04-15 09:00:00,Metformin
569,Glucophage,I took Glucophage and experienced nausea and fatigue and stomach cramps. It helped but had side effects.,4,2024-06-29 14:00:00,Metformin
570,Ibuprofen,I took Ibuprofen and experienced nausea. It helped but had side effects.,2,2025-03-19 07:00:00,Ibuprofen
571,Acetaminophen,I took Acetaminophen and experienced depression. It helped but had side effects.,3,2024-07-12 18:00:00,Acetaminophen
572,Acetaminophen,I took Acetaminophen and experienced chest pain. It helped but had side effects.,3,2024-08-12 06:00:00,Acetaminophen
573,Advil,I took Advil and experienced fatigue. It helped but had side effects.,3,2025-03-14 21:00:00,Ibuprofen
574,Advil,I took Advil and experienced itching. It helped but had side effects.,4,2025-08-01 14:00:00,Ibuprofen
575,Advil,I took Advil and experienced bloating. It helped but had side effects.,5,2024-05-08 18:00:00,Ibuprofen
576,Acetaminophen,I took Acetaminophen and experienced irritable. It helped but had side effects.,1,2025-06-22 23:00:00,Acetaminophen
577,Acetaminophen,I took Acetaminophen and experienced bloating and depression and anxiety. It helped but had side effects.,2,2024-05-06 07:00:00,Acetaminophen
578,Ibuprofen,I took Ibuprofen and experienced headache. It helped but had side effects.,1,2025-02-02 14:00:00,Ibuprofen
579,Acetaminophen,I took Acetaminophen and experienced hives and insomnia and diarrhea. It helped but had side effects.,1,2024-11-13 06:00:00,Acetaminophen
580,Ibuprofen,I took Ibuprofen and experienced nausea and palpitations. It helped but had side effects.,2,2024-09-07 13:00:00,Ibuprofen
581,Advil,I took Advil and experienced fatigue. It helped but had side effects.,1,2025-03-12 03:00:00,Ibuprofen
582,Ibuprofen,I took Ibuprofen and experienced redness. It helped but had side effects.,1,2024-05-04 13:00:00,Ibuprofen
583,Metformin,I took Metformin and experienced brain fog and diarrhea and hives. It helped but had side effects.,4,2025-08-22 23:00:00,Metformin
584,Acetaminophen,I took Acetaminophen and experienced diarrhea. It helped but had side effects.,3,2025-03-31 06:00:00,Acetaminophen
585,Metformin,I took Metformin and experienced bloating. It helped but had side effects.,2,2025-07-18 21:00:00,Metformin
586,Glucophage,I took Glucophage and experienced brain fog. It helped but had side effects.,5,2024-12-03 09:00:00,Metformin
587,Advil,I took Advil and experienced itching and fatigue. It helped but had side effects.,4,2025-01-31 15:00:00,Ibuprofen
588,Advil,I took Advil and experienced blood pressure. It helped but had side effects.,5,2024-11-27 22:00:00,Ibuprofen
589,Acetaminophen,I took Acetaminophen and experienced hives. It helped but had side effects.,5,2025-07-10 00:00:00,Acetaminophen
590,Advil,I took Advil and experienced fatigue and panic. It helped but had side effects.,1,2024-05-26 14:00:00,Ibuprofen
591,Ibuprofen,I took Ibuprofen and experienced stomach cramps. It helped but had side effects.,3,2025-03-14 15:00:00,Ibuprofen
592,Tylenol,I took Tylenol and experienced itching. It helped but had side effects.,3,2024-01-18 06:00:00,Acetaminophen
593,Advil,I took Advil and experienced hives and dizzy and itching. It helped but had side effects.,1,2024-03-02 22:00:00,Ibuprofen
594,Metformin,I took Metformin and experienced palpitations. It helped but had side effects.,3,2025-08-31 11:00:00,Metformin
595,Ibuprofen,I took Ibuprofen and experienced nausea and tremor. It helped but had side effects.,4,2024-10-07 17:00:00,Ibuprofen
596,Advil,I took Advil and experienced chest pain. It helped but had side effects.,1,2024-06-13 11:00:00,Ibuprofen
597,Acetaminophen,I took Acetaminophen and experienced vomiting and hives and rash. It helped but had side effects.,3,2025-04-26 13:00:00,Acetaminophen
598,Ibuprofen,I took Ibuprofen and experienced irritable and insomnia and bloating. It helped but had side effects.,4,2025-07-13 18:00:00,Ibuprofen
599,Metformin,I took Metformin and experienced hives. It helped but had side effects.,4,2024-12-09 01:00:00,Metformin
600,Ibuprofen,I took Ibuprofen and experienced bloating. It helped but had side effects.,5,2025-04-21 11:00:00,Ibuprofen
601,Ibuprofen,I took Ibuprofen and experienced bloating. It helped but had side effects.,2,2025-03-01 12:00:00,Ibuprofen
602,Acetaminophen,I took Acetaminophen and experienced nausea and brain fog and vomiting. It helped but had side effects.,1,2025-01-21 18:00:00,Acetaminophen
603,Advil,I took Advil and experienced fatigue and hives and chest pain. It helped but had side effects.,2,2025-07-03 17:00:00,Ibuprofen
604,Glucophage,I took Glucophage and experienced chest pain. It helped but had side effects.,2,2025-06-22 00:00:00,Metformin
605,Acetaminophen,I took Acetaminophen and experienced nausea and anxiety. It helped but had side effects.,2,2024-11-16 14:00:00,Acetaminophen
606,Metformin,I took Metformin and experienced hives. It helped but had side effects.,3,2025-05-14 08:00:00,Metformin
607,Ibuprofen,I took Ibuprofen and experienced brain fog. It helped but had side effects.,2,2025-02-03 19:00:00,Ibuprofen
608,Glucophage,I took Glucophage and experienced depression and redness and headache. It helped but had side effects.,4,2025-09-01 07:00:00,Metformin
609,Ibuprofen,I took Ibuprofen and experienced dizzy. It helped but had side effects.,1,2025-07-22 08:00:00,Ibuprofen
610,Metformin,I took Metformin and experienced palpitations. It helped but had side effects.,1,2024-06-19 06:00:00,Metformin
611,Advil,I took Advil and experienced rash and depression. It helped but had side effects.,4,2024-04-16 02:00:00,Ibuprofen
612,Advil,I took Advil and experienced rash and headache. It helped but had side effects.,4,2024-02-01 08:00:00,Ibuprofen
613,Metformin,I took Metformin and experienced itching. It helped but had side effects.,2,2025-01-01 15:00:00,Metformin
614,Metformin,I took Metformin and experienced diarrhea. It helped but had side effects.,2,2025-03-07 04:00:00,Metformin
615,Glucophage,I took Glucophage and experienced brain fog. It helped but had side effects.,1,2025-07-05 11:00:00,Metformin
616,Tylenol,I took Tylenol and experienced vomiting. It helped but had side effects.,4,2025-03-16 00:00:00,Acetaminophen
617,Advil,I took Advil and experienced rash and tremor and brain fog. It helped but had side effects.,1,2024-10-31 12:00:00,Ibuprofen
618,Ibuprofen,I took Ibuprofen and experienced diarrhea. It helped but had side effects.,4,2024-01-02 21:00:00,Ibuprofen
619,Acetaminophen,I took Acetaminophen and experienced diarrhea and itching and hives. It helped but had side effects.,2,2024-02-11 18:00:00,Acetaminophen
620,Metformin,I took Metformin and experienced headache. It helped but had side effects.,5,2025-04-25 23:00:00,Metformin
